OTU ID	sample1	sample2	sample3	sample4	sample5	taxonomy
OTU_428	478	102	46	31	307	95.68%|Stagonosporopsis_actaeae|GU237734|SH100166.06FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae_sedis;g__Stagonosporopsis;s__Stagonosporopsis_actaeae
OTU_429	0	0	0	0	0	95.8%|Glomus_sp|JX096590|SH234534.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_sp
OTU_430	25	0	0	0	4	99.45%|Hymenoscyphus_epiphyllus|DQ431180|SH239947.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__Hymenoscyphus_epiphyllus
OTU_435	1	1	0	0	0	100%|Pleosporales_sp|KF251194|SH206981.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_438	2	3	3	0	0	93.95%|Hydnangiaceae_sp|UDB017489|SH205174.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__unidentified;s__Hydnangiaceae_sp
OTU_439	0	1	0	0	0	96.67%|Helotiales_sp|AY969930|SH230363.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_443	4	7	2	0	0	97.99%|Penicillium_atrovenetum|AF033492|SH312837.06FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_atrovenetum
OTU_445	0	0	0	0	2	99.21%|Cryptococcus_sp_VP_2009b|FJ473372|SH230600.06FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Cryptococcus;s__Cryptococcus_sp_VP_2009b
OTU_45	2	0	0	6	1	96.48%|uncultured_Tomentella|JQ991883|SH023984.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__uncultured_Tomentella
OTU_451	0	0	0	14	0	94.41%|Leotiomycetes_sp|HQ445048|SH209197.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes_sp
OTU_455	13	18	10	5	9	93.55%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_458	3	43	1	0	13	99.04%|Neosetophoma_sp|JQ070539|SH207000.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Neosetophoma;s__Neosetophoma_sp
OTU_460	5	1	0	0	5	99.43%|Meliniomyces_sp|GQ996156|SH012500.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis;f__Incertae_sedis;g__Meliniomyces;s__Meliniomyces_sp
OTU_462	0	0	4	2	1	100%|Paxillus_involutus|EU488709|SH037197.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Paxillaceae;g__Paxillus;s__Paxillus_involutus
OTU_463	0	0	0	0	0	97.06%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_465	6	0	0	0	1	100%|uncultured_soil_fungus|DQ421054|SH018347.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_soil_fungus
OTU_47	20	94	249	175	174	99.42%|Mortierella_sp|AY969671|SH214840.06FU|reps|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp
OTU_470	0	1	2	6347	17	100%|Preussia_sp_4985|FR668022|SH190512.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_sp_4985
OTU_471	0	0	0	0	1	90.85%|Phialophora_hyalina|GU727562|SH198370.06FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phialophora;s__Phialophora_hyalina
OTU_475	45	0	0	0	0	85.59%|Glomus_sp_SOV|HE577801|SH000249.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_sp_SOV
OTU_478	0	4	0	0	0	91.53%|Glomus_sp_7_SUN_2011|JF439199|SH194504.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_sp_7_SUN_2011
OTU_480	0	0	2	5	3	96.75%|Pleosporales_sp|GU909528|SH237285.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_482	0	0	1	0	0	80.29%|uncultured_Pleosporales|HQ389516|SH020130.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__uncultured_Pleosporales
OTU_483	7	11	3	1	0	78.92%|Psathyrella_sp|FM999561|SH199672.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella_sp
OTU_486	2	0	0	0	0	99.11%|Leucopaxillus_gentianeus|UDB011628|SH003310.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Leucopaxillus;s__Leucopaxillus_gentianeus
OTU_488	13	2	8	5	11	90.7%|Inocybaceae_sp|UDB002577|SH034883.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__unidentified;s__Inocybaceae_sp
OTU_501	1704	10	1098	0	577	72.6%|Sugiyamaella_sp_NRRL_Y_17643|DQ911454|SH030693.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Sugiyamaella;s__Sugiyamaella_sp_NRRL_Y_17643
OTU_504	0	1	0	0	0	90%|Clavariaceae_sp|DQ421163|SH221046.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__unidentified;s__Clavariaceae_sp
OTU_506	0	1	0	0	0	89.21%|Basidiomycota_sp|FJ475780|SH198479.06FU|reps|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Basidiomycota_sp
OTU_509	1	6	0	0	0	100%|Penicillium_restrictum|AF033457|SH234294.06FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_restrictum
OTU_514	3	6	0	0	1	93.36%|Entoloma_sp|UDB002566|SH241235.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_sp
OTU_515	13	56	0	0	6	96.44%|Capronia_peltigerae|HQ709322|SH209735.06FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia_peltigerae
OTU_518	1	0	60	1	13	100%|uncultured_fungus|GU559082|SH014025.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_519	0	0	0	0	0	96.8%|Fungi_sp|DQ421206|SH197107.06FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_52	0	0	0	0	1	98.35%|Inocybe_jacobi|FN550883|SH226291.06FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_jacobi
OTU_520	3	4	0	0	0	96.61%|uncultured_fungus|HQ611278|SH437685.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_521	0	0	0	0	0	99.44%|Helotiales_sp|AY969663|SH222548.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_529	0	1	0	0	0	73.63%|Lecanorales_sp|AY969753|SH212989.06FU|reps|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__unidentified;g__unidentified;s__Lecanorales_sp
OTU_531	19	61	5	22	32	78.1%|Fungi_sp|JX043016|SH221673.06FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_533	1	1	0	0	0	100%|Pleosporales_sp|DQ420838|SH241823.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_534	0	0	0	0	1	98.63%|Hypocreales_sp|HQ022030|SH034024.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;s__Hypocreales_sp
OTU_537	0	0	0	0	0	96.53%|Entrophospora_infrequens|U94714|SH005323.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Entrophospora;s__Entrophospora_infrequens
OTU_54	0	0	0	0	0	99.07%|Agaricales_sp|DQ182503|SH205083.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales_sp
OTU_542	2	4	0	0	0	100%|Cryptococcus_sp_ATCC_MYA_4669|KC171331|SH004880.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Cryptococcus;s__Cryptococcus_sp_ATCC_MYA_4669
OTU_544	0	3	0	0	0	97.79%|Archaeorhizomyces_sp|GU174418|SH005368.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_545	0	0	11	9	8	96.97%|Pleosporales_sp_REF107|JN859327|SH028862.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp_REF107
OTU_547	0	0	1	0	0	75.65%|Tremellales_sp|FN424106|SH195378.06FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__unidentified;s__Tremellales_sp
OTU_549	0	0	1	12	5	100%|Stagonosporopsis_actaeae|GU237734|SH100166.06FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae_sedis;g__Stagonosporopsis;s__Stagonosporopsis_actaeae
OTU_551	0	0	4	0	0	99.5%|Penicillium_daleae|GU981583|SH261243.06FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_daleae
OTU_554	0	0	4	3	2	94.34%|Mortierella_beljakovae|HQ630352|SH217148.06FU|refs|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_beljakovae
OTU_556	40	92	10	3	49	94.61%|Entoloma_neglectum|UDB015259|SH200906.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_neglectum
OTU_558	0	0	1	0	0	73.52%|uncultured_fungus|EU516926|SH012272.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_56	18	36	0	1	4	100%|Glomeraceae_sp|KF206525|SH235721.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_560	680	64	1110	1	639	100%|Helotiales_sp|FJ553143|SH209315.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_561	1	5	10	1	105	100%|Guehomyces_pullulans|AF444417|SH215066.06FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Guehomyces;s__Guehomyces_pullulans
OTU_563	7	49	0	0	6	99.13%|Pleosporales_sp|AY969642|SH211757.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_566	5	0	2	17	2	97.87%|Agaricales_sp|AY320395|SH190721.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales_sp
OTU_567	21	8	6	7	11	73.48%|Archaeorhizomyces_sp|DQ182455|SH437832.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_574	1	0	0	0	0	98.42%|Auricularia_sp|FJ553628|SH017463.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Incertae_sedis;g__Auricularia;s__Auricularia_sp
OTU_579	14	18	0	1	10	90.91%|Scutellinia_sp|FJ237221|SH016415.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia;s__Scutellinia_sp
OTU_58	1	1	0	0	0	100%|uncultured_Tuber|JX316825|SH007686.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__unidentified;s__uncultured_Tuber
OTU_585	2	8	0	0	0	99.57%|Agaricales_sp|GQ406459|SH205124.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales_sp
OTU_59	20	18	4	4	6	99.11%|Sphaerobolus_iowensis|AY487950|SH207995.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Sphaerobolus;s__Sphaerobolus_iowensis
OTU_590	0	3	0	0	0	93.1%|Dothideomycetes_sp|FR682335|SH019998.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified;g__unidentified;s__Dothideomycetes_sp
OTU_591	11	3	0	0	0	95.65%|Mortierellales_sp|JF300601|SH228361.06FU|reps|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__unidentified;g__unidentified;s__Mortierellales_sp
OTU_592	1	0	0	0	0	95.45%|Helotiales_sp|GU174355|SH016554.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_596	0	12	2	0	1	86%|Fusicladium_convolvularum|AY671907|SH207419.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Venturiaceae;g__Fusicladium;s__Fusicladium_convolvularum
OTU_598	1	11	0	0	1	98.88%|Filobasidium_floriforme|AF190007|SH216500.06FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_floriforme
OTU_607	0	0	1	0	0	97.04%|Ascomycota_sp|FJ820750|SH027666.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_608	3	0	0	0	1	82.35%|Glomeromycetes_sp|HQ829352|SH441493.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__unidentified;f__unidentified;g__unidentified;s__Glomeromycetes_sp
OTU_610	2	146	0	0	0	93.71%|Pleosporales_sp_DYXB_Y028|HM751829|SH025759.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp_DYXB_Y028
OTU_612	22	48	12	5	16	95.81%|Ascomycota_sp|JX270594|SH236513.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_614	0	4	0	0	0	100%|Galerina_cf_pallidispora_UBC_F19737|HQ604752|SH190438.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Galerina;s__Galerina_cf_pallidispora_UBC_F19737
OTU_615	0	7	0	0	0	93.48%|Ascomycota_sp|HQ328037|SH197541.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_620	0	0	2	0	1	93.33%|Glomus_indicum|GU059544|SH234533.06FU|refs|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_indicum
OTU_623	0	0	0	1	1	97.93%|Clavulinopsis_sp|AB520495|SH029599.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavulinopsis;s__Clavulinopsis_sp
OTU_626	14	29	5	4	17	89.29%|Fungi_sp|HQ212009|SH006306.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_63	0	5	0	0	0	96.38%|Clavaria_sp|HM240142|SH221460.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__Clavaria_sp
OTU_632	2	0	0	0	2	74.33%|uncultured_fungus|EU516926|SH012272.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_634	0	1	0	0	2	82.12%|Leotiomycetes_sp|GQ892249|SH037736.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes_sp
OTU_637	0	0	0	2	0	97.29%|Hypochnicium_sp|FM997949|SH019059.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Hypochnicium;s__Hypochnicium_sp
OTU_638	0	0	0	0	3	92.66%|Mortierella_gamsii|FJ861401|SH212359.06FU|reps|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_gamsii
OTU_641	0	3	0	0	0	86.09%|Glomus_sp_SOV|HE577801|SH000249.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_sp_SOV
OTU_642	1	0	0	0	0	97.44%|Rutstroemiaceae_sp|DQ420917|SH212098.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Rutstroemiaceae;g__unidentified;s__Rutstroemiaceae_sp
OTU_645	19	157	7	2	38	91.67%|Mortierella_paraensis|HQ630353|SH217149.06FU|refs|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_paraensis
OTU_648	0	4	0	0	3	75.69%|Exidia_saccharina|AF291277|SH025721.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Incertae_sedis;g__Exidia;s__Exidia_saccharina
OTU_649	0	2	0	0	0	97.44%|Preussia_typharum|JX143871|SH000578.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_typharum
OTU_655	412	235	0	7	131	98.45%|Leotiomycetes_sp|AY279179|SH207202.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes_sp
OTU_658	1	0	3	21	9	85.51%|Glomeraceae_sp|AJ699063|SH438910.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__Glomeraceae_sp
OTU_66	0	0	0	0	0	98.55%|Tremellales_sp|EU090896|SH005254.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__Tremellales_sp
OTU_662	0	0	1	0	0	97.89%|Fungi_sp|KC457180|SH237967.06FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_664	0	0	0	0	2	88.99%|uncultured_Basidiomycota|HM240195|SH449662.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Basidiomycota
OTU_666	1	0	0	0	0	99.27%|Archaeorhizomyces_sp|GQ160037|SH197151.06FU|reps|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_676	3	1	0	1	2	95.51%|Cryptosporiopsis_sp|FJ553814|SH209314.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Cryptosporiopsis;s__Cryptosporiopsis_sp
OTU_678	0	8	0	0	0	100%|Hydnobolites_sp|KF385313|SH227713.06FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Hydnobolites;s__Hydnobolites_sp
OTU_679	2	1	0	0	1	97.72%|Pleosporales_sp|KC507286|SH227427.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp
OTU_680	1	0	0	0	0	97.83%|Helotiales_sp|HM123469|SH209354.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_69	0	0	1	0	0	81.97%|Herpotrichiellaceae_sp|UDB004147|SH214960.06FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__Herpotrichiellaceae_sp
OTU_691	0	0	0	0	2	90.91%|Xeromphalina_cauticinalis|GU320004|SH209005.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Xeromphalina;s__Xeromphalina_cauticinalis
OTU_696	0	0	0	0	0	90%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_698	0	0	0	1	1	83.43%|Mortierella_sp|HQ211515|SH233131.06FU|reps|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp
OTU_701	46	41	0	0	11	94.57%|Fungi_sp|EF619875|SH197108.06FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_702	0	2	0	0	0	100%|Glomeromycota_sp|KF297176|SH198483.06FU|reps|k__Fungi;p__Glomeromycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Glomeromycota_sp
OTU_704	0	0	0	0	0	98.23%|Disciseda_bovista|DQ112627|SH001253.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Disciseda;s__Disciseda_bovista
OTU_71	8	19	3	13	9	93.67%|Trechispora_sp|GU328584|SH020241.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp
OTU_714	0	0	0	0	0	97.83%|uncultured_Paraglomus|FR732087|SH009843.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Paraglomerales;f__unidentified;g__unidentified;s__uncultured_Paraglomus
OTU_717	9	0	0	0	0	88.71%|Helotiales_sp|KC412002|SH208263.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_719	1	0	0	0	0	93.78%|fungal_sp_aurim729|DQ069058|SH444314.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal_sp_aurim729
OTU_722	1	1	11	2	5	99.46%|Helicosporium_sp|DQ420927|SH232278.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tubeufiaceae;g__Helicosporium;s__Helicosporium_sp
OTU_723	0	0	0	1	0	99.4%|uncultured_fungus|KC765966|SH005061.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_724	0	1	0	0	2	100%|Calcarisporiella_sp_NUH37|AB617740|SH029181.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis;g__Calcarisporiella;s__Calcarisporiella_sp_NUH37
OTU_727	1	24	0	0	0	91.23%|Fungi_sp|DQ420715|SH192686.06FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_728	2	1	0	0	1	88.43%|uncultured_fungus|KF297186|SH025796.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_730	0	0	0	2	0	77.91%|Mucoromycotina_sp_MIB_8354|JF414168|SH440142.06FU|reps_singleton|k__Fungi;p__Zygomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Mucoromycotina_sp_MIB_8354
OTU_735	1	0	0	0	0	100%|Clonostachys_rosea_f._catenulata|AF358233|SH236629.06FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys;s__Clonostachys_rosea_f._catenulata
OTU_736	0	0	5	7	4	95.33%|Phaeosphaeria_pontiformis|FN386303|SH007309.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_pontiformis
OTU_739	0	2	4	0	0	95.92%|uncultured_Helotiales|HQ021771|SH018546.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__uncultured_Helotiales
OTU_742	4	0	1	4	0	92.86%|Fungi_sp|EU489917|SH234355.06FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
