Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
Alternaria leucanthemi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria limicola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria linicola	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria longipes	8	Pathotroph	Plant pathogen|Endophyte	Possible			host: Solanaceae	De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119
Alternaria macrospora	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria mali	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria padwickii	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria panax	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria passiflorae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria porri	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria protenta	8	Pathotroph	Plant pathogen|Endophyte	Possible			host: Asteraceae	De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119
Alternaria radicina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria ramulosa	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria raphani	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria saponariae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria senecionis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria solani	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria sonchi	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria tenuis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria tenuissima	8	Pathotroph	Plant pathogen|Endophyte	Probable			host: Amaranthaceae	http://www.apsnet.org/publications/commonnames/Pages/default.aspx; De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119
Alternaria tomato	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria triticina	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Alternaria zinniae	8	Pathotroph	Plant pathogen|Endophyte	Probable			host: Asteraceae	http://www.apsnet.org/publications/commonnames/Pages/default.aspx; De Melo Wanderley Costa IP et al (2012) Checklist of endophytic fungi from tropical regions. Mycotaxon 119
Alternariaster	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Alutaceodontia	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Alveolaria	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Alysidium	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Alyxoria	7	Symbiotroph	Lichenized	Highly Probable				"Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm; Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amandinea	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Amanita	7	Symbiotroph	Ectomycorrhizal	Highly Probable	Mushroom			"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263; http://mycorrhizas.info/ecmf.html"
Amanita brunnescens	8	Symbiotroph	Ectomycorrhizal	Probable	Mushroom			"James TY, Kauff F, Schoch CL et al. (2006) Reconstructing the early evolution of Fungi using a six-gene phylogeny. Nature, 443, 818дус22."
Amanita thiersii	8	Saprotroph	Saprotroph	Highly Probable	Mushroom			"Wolfe, B.E., Kuo, M., Pringle, a., 2012. Amanita thiersii is a saprotrophic fungus expanding its range in the United States. Mycologia 104, 22_33. doi:10.3852/11-056"
Amarrendia	7	Symbiotroph	Ectomycorrhizal	Possible				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html"
Amaurascopsis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amauroascus	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amauroderma	7	Pathotroph	Plant pathogen	Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amaurodon	7	Symbiotroph	Ectomycorrhizal	Possible				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45 (ECM); Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263 (Not ECM)"
Amaurohydnum	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amauromyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amazonia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amazonomyces	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amazonotheca	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amazonotrema	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ambarignomonia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ambispora	7	Symbiotroph	Arbuscular mycorrhizal	Highly Probable				"Redecker D, Schussler A, Stockinger H, Sturmer SL, Morton JB, Walker C. 2013. Mycorrhiza 23: 515-531"
Ambisporaceae	6	Symbiotroph	Arbuscular mycorrhizal	Highly Probable				"Redecker D, Schussler A, Stockinger H, Sturmer SL, Morton JB, Walker C. 2013. Mycorrhiza 23: 515-531"
Ambivina	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ambrosiella	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ameghiniella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ameliella	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Ameroconium cladoniae	8	Pathotroph|Symbiotroph	Lichenicolous	Possible				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Amerosporium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ameson	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amethicium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amicodisca	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amniculicola	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amoebochytrium	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amoebophilus	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amorosia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amorphomyces	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amorphotheca	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amparoina	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ampelomyces	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphicypellus	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphicytostroma	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphidium	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphilogia	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphiloma	7	Symbiotroph	Lichenized	Highly Probable			Syn. Lepraria	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Amphimyces	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphinectria	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphinema	7	Symbiotroph	Ectomycorrhizal	Highly Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263; http://mycorrhizas.info/ecmf.html"
Amphiporthe	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphirosellinia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphobotrys	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amphobotrys ricini	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Amphorothecium	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ampliotrema	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ampulloclitocybe	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amygdalaria	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Amylaria	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylascus	7	Symbiotroph	Ectomycorrhizal	Highly Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263"
Amyloathelia	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylobasidium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylocorticiellum	7	Saprotroph		Probable		Brown rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylocorticium	7	Saprotroph		Probable		Brown rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylocystis	7	Saprotroph	Wood saprotroph	Highly Probable		Brown rot		"Gilbertson RL; Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo"
Amyloflagellula	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylofungus	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylohyphus	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylolepiota	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylonotus	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amyloporia	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amyloporiella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylora	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylosporomyces	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amylosporus	7	Saprotroph	Wood saprotroph	Highly Probable		Brown rot		"Gilbertson RL; Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo"
Amylostereum	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Amyloxenasma	7	Saprotroph		Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anaeromyces	7	Symbiotroph	Animal gut	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anamika	7	Symbiotroph	Ectomycorrhizal	Highly Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263"
Anamylopsora	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Anaptychia	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Anariste	7	Pathotroph	Endophyte	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anastrophella	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anavirga	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ancistroporella	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ancistrosporella	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Ancylistes	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Andebbia	7	Symbiotroph	Ectomycorrhizal	Highly Probable				"Rinaldi AC, Comandini O, Kuyper TW. 2008. Fungal Diversity 33: 1-45; Tedersoo L, May TW, Smith ME. 2010. Mycorrhiza 20: 217-263; http://mycorrhizas.info/ecmf.html"
Andreiomyces	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Anekabeeja	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anema	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Anematidium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Angatia	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Angelina	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Angiactis	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Angiopsora zeae	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Angiosorus solani	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Anguillosporella	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anguillosporella vermiformis	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Angulimaya	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anhelia	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anhellia	7	Pathotroph	Animal pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Aniptodera	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anisogramma	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anisogramma anomala	8	Pathotroph	Plant pathogen	Probable				http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Anisomeridium	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Anisomeridium polypori	8	Symbiotroph	Lichenized	Probable				"James TY, Kauff F, Schoch CL et al. (2006) Reconstructing the early evolution of Fungi using a six-gene phylogeny. Nature, 443, 818дус22."
Anisomyces	7	Pathotroph	Plant pathogen	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anisostagma	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anncaliia	7	Pathotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Annellosporium	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Annulatascus	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Annulohypoxylon	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Annulusmagnus	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anomalemma	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anomalobaria	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Anomalographis	7	Symbiotroph	Lichenized	Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anomalomyces	7	Pathotroph	Plant pathogen	Probable	Facultative yeast			"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anomoloma	7	Saprotroph	Wood saprotroph	Probable		White rot		"Tedersoo et al. 28 November 2014, Science 346, 1256688"
Anomomorpha	7	Symbiotroph	Lichenized	Highly Probable				Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Anomoporia	7	Saprotroph	Wood saprotroph	Highly Probable		Brown rot		"Gilbertson RL; Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo"
Anopeltis	7	Saprotroph		Probable				"Tedersoo et al. 28 November 2014, Science 346, 1256688"
